Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders,Data Year
Moms Co,HealthCare,Series B,8000000.0,Gurgaon,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,2016,"DSG Consumer Partners, Saama Capital","Malika Datt Sadani, Mohit Sadaani",2020
DillyHub,Publication,Seed,1400000.0,Seoul,A service that promotes and facilitates the works of independent comic artists,2018,"Kakao Ventures, Shinhan Capital",Ji Cheol Ryu,2020
FPL Technologies,FinTech,Series A,10000000.0,Pune,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2019,"Matrix Partners India, Hummingbird Ventures","Anurag Sinha, Rupesh Kumar, Vibhav Hathi",2020
FITTR,Fitness startup,Pre-series A,2000000.0,Pune,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2016,Surge,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",2020
Illumnus,EdTech Startup,Seed,100000.0,Pune,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",2018,23 High Networth Individuals (HNIs).,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",2020
CashKaro,E-commerce,Series B,10000000.0,Gurgaon,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,2012,"Ratan Tata, Kalaari Capital","Rohan Bhargava, Swati Bhargava",2020
Newton School,EdTech Startup,Seed,650000.0,Bangalore,Newton School is a platform to learn and develop skills,2019,Nexus Venture Partners,"Nishant Chandra, Siddharth Maheshwari",2020
Airmeet,Tech Startup,Series A,12000000.0,Bangalore,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",2019,"Global Founders Capital, Redpoint","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti",2020
Observe ai,Tech,Series B,54000000.0,San Francisco,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",2017,"01 Advisors, Steadview Capital","Akash Singh, Sharath Keshava Narayana, Swapnil Jain",2020
InCred,Finance,Debt,5000000.0,Mumbai,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",2016,"Pushpak Credit, Fiscal",Bhupinder Singh,2020
Toppr,EdTech,Series D,35000000.0,Mumbai,Toppr is an Indian educational technology and online tutoring firm,2013,"Kaizenvest, Foundation Holdings","Zishaan Hayath, Hemanth Goteti",2020
CarTrade,Car Trade,Series H,42500000.0,Mumbai,Buy and Sell Used Cars,2009,"Pincus, JP Morgan, Temasek, March Capital",Vinay Sanghi,2020
LEAD School,EdtTech,Series C,28000000.0,Mumbai,Offers a high-end digital classroom system focused on enhancing the learning experience,2012,"Westbridge Capital, Elevar Equity","Sumeet Mehta, Smita Deorah",2020
Servify,Manufacturing,Series C,11370000.0,Mumbai,"Enables top OEMs & ODMs in device distribution, sales, warranty",2015,"Blume Ventures, Tetrao",Sreevathsa Prabhakar,2020
Lido Learning,EdTech,Series B,7500000.0,Mumbai,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ‍",2019,"BAce Capital, Madhur Deora",Sahil Sheth,2020
Apna.co,Job portal,Series A,8000000.0,Bangalore,Can find all types of jobs from entry level to experienced people in over 60+ categories.,2019,"Lightspeed India, Sequoia Capital India",Nirmit Parikh,2020
Quintype Technologies,Tech,Series A,325000.0,Bangalore,"Building a suite of digital publishing solutions to simplify content creation, distribution",2014,"IIFL Asset Management, Raghav Bahl",Amit Rathore,2020
Dunzo,Tech,Series E,28000000.0,Bangalore,Order online and get free delivery from your nearby restaurants,2014,"Wes Schwalje, Alteria Capital","Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha",2020
Entropik,AI Platform,Series A,8000000.0,Bangalore,Gain insights into human emotions with AI-powered platform affect lab.,2016,"IDFC-Parampara Fund, Bharat Innovation Fund",Ranjan Kumar,2020
Livspace,Home Design,Series D,9000000.0,Bangalore,Interior design marketplace that connects interior designers,2014,"Mercer Investments, Nicholas Cator","Anuj Srivastava, Ramakant Sharma",2020
Ultraviolette Automotive,Automation,Series B,410000.0,Bangalore,Industries Automotive Electric Vehicle Energy Energy Storage,2015,TVS Motor Company,"Narayan Subramaniam, Niraj Rajmohan",2020
WinZO,Gaming,Series B,18000000.0,New Delhi,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,2016,"Makers Fund, Courtside Ventures","Paavan Nanda, Saumya Singh Rathore",2020
SenseHawk,Solar SaaS,Series A,5000000.0,Bangalore,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,2016,"Falcon Edge Capital, SAIF Partners","Swarup Mavanoor, Rahul Sankhe",2020
Railofy,WL & RAC protection,Seed,900000.0,Mumbai,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,2019,Chiratae Ventures.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",2020
Eloelo,Social commerce,Seed,450000.0,Bangalore,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",2020,,"Saurabh Pandey, Akshay Dubey",2020
Aibono,AgriTech,Pre-series A,2000000.0,Bangalore,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,2014,"Menterra Venture Advisors, Rianta Capital",Vivek Rajkumar,2020
BuildPan,SaaS startup,Seed,500000.0,Indore,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",2019,"Sunil Kumar Singhvi, Yusho Kawata","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari",2020
Homelane,Home interior services,Bridge,8000000.0,Bangalore,Explore 1000's of fully customizable home interior designs.,2014,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures","Rama Harinath, Srikanth Iyer",2020
MyGlamm,Fashion,Series B,1000000.0,Mumbai,Buy Makeup kit & Cosmetics Products from international makeup brand,2015,Bessemer Venture Partners,Darpan Sanghvi,2020
Aviom,Finance,Debt,682000.0,New Delhi,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,2016,"Insitor Partners, C4D Partners",Kajal Ilmi,2020
Flinto,EdTech Startup,Pre-Series B,7000000.0,Chennai,Flintobox is an India-based company that produces educational activity boxes for children,2013,"Sinai Ventures, Y Combinator","Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam",2020
WayCool,Agritech startup,Series C,5060000.0,Chennai,WayCool is a social enterprise positively impacting the lives of India's farmers,2015,"FMO, IndusInd Bank","Karthik Jayaraman, Sanjay Dasari",2020
YAP,API platform,Series A,4050000.0,Chennai,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,2014,"Jitendra Gupta, Better Capital","Madhusudanan R, Prabhu R",2020
Big Bang Boom Solutions,Deep Tech,Series A,1050000.0,Chennai,It aims to co-create intellectual property that can reside within the borders of the country.,2018,"Mumbai Angels, Defence Innovation Organisation","Dr. R. Shivaraman, Praveen Dwarakanath",2020
GUVI,EdTech Startup,Series A,800000.0,Chennai,Operates vernacular-language based education tech startup,2014,"CBA Capital, Gray Matters Capital",Arun Prakash,2020
BluSmart,Electricity,Pre-series A,7000000.0,Gurugram,"BluSmart, an all-electric ride-hailing platform",2019,"Kalpavriksh, JITO Angel Network","Anmol Singh Jaggi, Punit K Goyal",2020
Cell Propulsion,Automotive company,Pre-series A,,Bangalore,Designs and develops electric power drives and autonomous electric mobility solutions,2017,"growX ventures, Sangam Ventures","Nakul Kukar, Paras Kaushal, Supratim Naskar",2020
MPL,Entertainment,Series B,50000000.0,Bangalore,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,2018,"Sequoia Capital India, Times Internet","Sai Srinivas Kiran Garimella, Shubham Malhotra",2020
Spoonshot,FMCG,Seed A,1000000.0,Bangalore,A food science company using AI to predict consumer taste and food trends,2015,"SRI Capital, Techstars Farm to Fork Accelerator","Kishan Vasani, Sai Sreenivas Kodur",2020
Pulse,FinTech,Pre-series A,750000.0,Mumbai,Helps people navigate through and profit off financial markets,2015,,"Amit Dhakad, Hiral Jain",2020
Groww,FinTech,Series C,30000000.0,Bangalore,Leading Investment and Trading Platform,2016,"Y Combinator, Ribbit Capital","Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal",2020
i3 Systems,Insurance Tech,Pre-series A,1050000.0,Mumbai,Transforming India's health insurance industry with its digital solutions and AI products for automation,2016,"Hatanaka Yosuke, Minomiya Takeo","Dr Mallesh Bommanahal, Varzavand Batliwala",2020
SOAL,EdTech,Series A-1,1000000.0,Mumbai,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",2017,"Krishnan Menon, Srinivas Kollipara","Pratik Agarwal, Raj Desai, Varsha Bhambhani",2020
OckyPocky,EdTech,Seed,400000.0,Gurugram,Ockypocky helps kids in learning spoken english,2015,"SucSEED Venture Partners, ah! Ventures",Amit Agrawal,2020
Hippo Video,Video personalization,Series A,4000000.0,New York,Helps enterprise businesses achieve their marketing and sales goals through seamless video,2016,"Surge, Kae Capital",Karthi Mariappan,2020
Hasura,Software Company,Series B,25000000.0,San Francisco,"Builds developer tooling products, including open source tools, backend",2017,"Nexus Venture Partners, Sam Lambert","Tanmai Gopal, Rajoshi Ghosh",2020
Qapita,FinTech,Seed,1080000.0,Singapore,Qapita provides digital equity management tools for private companies and startups.,2019,"Alto Partners, Mission Holdings","Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan",2020
Sunday,FinTech,Pre-Series B,9000000.0,Bangkok,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,2017,"SCB 10X, LINE Ventures",Cindy Kua,2020
Gamezop,Gaming,Series A,4300000.0,Gurugram,A multi-game platform,2015,"Powerhouse ventures, Tracxn,","Yashash Agarwal, Gaurav Agarwal",2020
Phool.co,Biomaterial startup,Pre-series A,1400000.0,Kanpur,They use flowers from temples across India's and create useful products such as rose incense cone,2017,Kaplan Foundation,Ankit Agarwal,2020
Chiratae Ventures,Venture capital,Seed Funding,,Bangalore,A leading tech venture capital fund focused on enabling entrepreneurs in India.,2018,,"Vaishali Kulkarni, Arjun Singh Bajwa",2020
MedLife,Health,,6800000.0,Bangalore,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",2014,Ivy Icon,"Ananth Narayanan, T-ushar Kumar",2020
IDfy,IT,Series A,2110000.0,Mumbai,IDfy provides risk and fraud solutions,2011,"Millenna FVCI III, NB Ventures, Dream Incubator","Ashok Hariharan, Vineet Jawa",2020
True Balance,Finance,Series C,,Gurugram,Earn money by meeting financial needs of your friends and neighbors.,2014,Balancehero,"Charlie, Jay, Martin",2020
Bira91,Craft Beer,,764000.0,New Delhi,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,2015,Anicut Capital,Ankur Jain,2020
Max wholesale,E-commerce,,603000.0,New Delhi,MaxWholesale is an online distributor that provides authentic FMCG goods,2016,"Al Falaj Commercial Investment Co, Vistra ITCL India","Samarth Agrawal, Rohit Narang",2020
Craftsvilla,E-commerce,,409000.0,Mumbai,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",2011,Supera Investments,"Manoj Gupta, Monica Gupta",2020
MechMocha,Entertainment,Series A,292000.0,Bangalore,India's first vernacular social gaming platform,2011,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc","Arpita Kapoor, Mohit Rangaraju, Shilp Gupta",2020
Mindhouse,Healthtech,,286000.0,Gurugram,A gym to train your mind offering workouts and programmes,2019,"GGV Capital, Sahi Barual","Pankaj Chaddah, Staff Pooja Khanna",2020
DeepSync,AI startup,,136000.0,Chandigarh,"A revolutionary way to record your content, without you really speaking",2018,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund","Ishan Sharma, Rishikesh",2020
Eruditus,Education,,,Mumbai,Bring world-class business and professional education to a global audience,2010,"Bertelsmann India Investments, Sequoia Capital India","Chaitanya Kalipatnapu, Ashwin Damera",2020
Gradeup,Education,,546000.0,Noida,"India's largest exam preparation destination,",2015,"Times Internet, TLabs",Shobhit Bhatnagar,2020
Tracxn,Investment,Series B,887000.0,Bangalore,Tracxn is the research partner for Venture Capitalist,2013,"Saif partners, Accel partners, Sequoia capital","Abhishek Goyal, Neha Singh",2020
Purple Style Labs,Fashion,,43000.0,Mumbai,Shopping experience and foster the growth of Indian brands and designers.,2015,"Jitendra Gupta, Astarc Ventures.",Abhishek Agarwal,2020
ProPhysio,Health,,40900.0,Bangalore,The largest provider of physiotherapy and rehabilitation services,2016,Nestavera Ventures.,Pramod Ravindra,2020
Flickstree,Tech,,40900.0,Mumbai,World's largest video publisher,2014,"MOX, Venture Catalysts","Saurabh Singh, Rahul Jain, Nagender Sangra",2020
Settl,TravelTech,,,Gurugram,Get affordable AC bus-rides everyday,2015,"Sojitz, SIG Global India Fund","Amit Singh, Deepanshu Malviya",2020
Fanspole,Entertainment,Pre-Seed,,Thane,India's only social fantasy gaming platform,2015,"Mohan Verma, Better Capital","Aniket Shinde, Hardik Gondaliya",2020
Sarva,Healthcare,,,Mumbai,A wellness ecosystem built on the authentic foundations of Yoga,2016,"Shikhar Dhawan, Mantra Capital",Sarvesh Shashi,2020
Univ.ai,EdTech,,,Bangalore,"A distributed, global educational powerhouse that draws on technology",2019,Kiran Mazumdar Shaw.,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",2020
PurohitJi,Linguistic Spiritual,,,Bangalore,App for Hindu Puja Products & Services,-,Bhadresh,Nakerikanti Harish,2020
CredoLab,Tech,Series A,7000000.0,Singapore,AI credit scoring platform,2015,"GB Group, Walden International",Peter Barcak,2020
Brick&Bolt,Construction,Series A,2200000.0,Bangalore,"A construction company doing house construction, building construction, commercial construction",2018,"Meghna Agarwal, Navin Dhanuka","Arpit Rajpurohit, Jayesh Rajpurohit",2020
Grinntech,Battery manufacturer,,2000000.0,Chennai,Leading on all fronts of battery design,2013,"V Sumantran, V Lakshmi Narayanan","Nikhilesh Mishra, Puneet Jain",2020
6Degree,Fashion,,340000.0,Mumbai,India's leading fashion business platform,2014,"Keiretsu Forum, SucSEED Venture Partners","Amit Bhardwaj, Nikhil Hegde.",2020
Exprs,Nano Distribution Network,,5660000.0,,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.",2018,"Sweta Rau, Sandeep Kapoor","Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta",2020
Bikayi,E-commerce,Seed round,2000000.0,Hyderabad,Provides free whatsapp integrated E-Commerce Store,2019,Mantis ventures,"Sonakshi Nathani, Ashutosh Singla",2020
Virtual Forest,Tech,,,Bangalore,Tracking seasonal change in virtual forest,2019,Napino Auto and Electronics Ltd,Omer Basith,2020
The Health company,AI health,,350000.0,Gurugram,Organic superfoods & free personal health coaching that actually work.,2018,"VCATS, First Cheque, 9Unicorns, Marquee investors","Devansh Jain Nawal, Ackshay Jain",2020
TrulyMadly Matchmakers,Dating app,Pre-series A,110000.0,Gurugram,One of the best dating Apps in India connecting singles across the country.,2014,"AngelList, Inflection Point Ventures, The Chennai Angels",Snehil Khanor,2020
TrueFan,Media,Seed round,4300000.0,Mumbai,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,2020,"Mayfield India, Saama Capital, Ronnie Screwvala","Nimish Goel, Nevaid Aggarwal, Devender Bindal",2020
